Palavra_Chave,Frequencia,Offset,Timestamp_Coleta
Plano de dados,1,33100,2025-12-30T16:35:25.753331
Plano de dados programável,1,33100,2025-12-30T16:35:25.753331
Plano de desenvolvimento institucional,1,33100,2025-12-30T16:35:25.753331
Plano de Expansão e Reestruturação das Universidades Federais (REUNI),4,33100,2025-12-30T16:35:25.753331
Plano de gerenciamento,1,33100,2025-12-30T16:35:25.753331
Plano de gerenciamento de resíduos sólidos,1,33100,2025-12-30T16:35:25.753331
Plano de Logística Sustentável (PLS),3,33100,2025-12-30T16:35:25.753331
Plano de manejo,3,33100,2025-12-30T16:35:25.753331
Plano de negócio,1,33100,2025-12-30T16:35:25.753331
Plano de Ordenamento Territorial - Distrito Federal (DF),1,33100,2025-12-30T16:35:25.753331
Plano de poder,1,33100,2025-12-30T16:35:25.753331
Plano de reforma Estado,1,33100,2025-12-30T16:35:25.753331
Plano de retomada,1,33100,2025-12-30T16:35:25.753331
Plano de Valorização Econômica da Amazônia (SPVEA ),1,33100,2025-12-30T16:35:25.753331
Plano Decenal de Atendimento Socioeducativo do DF,1,33100,2025-12-30T16:35:25.753331
Plano diretor,6,33100,2025-12-30T16:35:25.753331
"Plano Diretor da Reforma do Aparelho do Estado, 1995",1,33100,2025-12-30T16:35:25.753331
Plano Distrital de Educação (PDE),1,33100,2025-12-30T16:35:25.753331
Plano Distrital do Livro e da Leitura (DF),1,33100,2025-12-30T16:35:25.753331
Plano Educacional de Brasília,1,33100,2025-12-30T16:35:25.753331
Plano estadual de cultura,1,33100,2025-12-30T16:35:25.753331
Plano Estadual de Educação,1,33100,2025-12-30T16:35:25.753331
Plano individual de atendimento,1,33100,2025-12-30T16:35:25.753331
Plano integrado,1,33100,2025-12-30T16:35:25.753331
Plano nacional de banda larga,1,33100,2025-12-30T16:35:25.753331
Plano Nacional de Educação,1,33100,2025-12-30T16:35:25.753331
Plano Nacional de Educação (Brasil),20,33100,2025-12-30T16:35:25.753331
Plano Nacional de Educação II (Brasil),1,33100,2025-12-30T16:35:25.753331
Plano Nacional de Formação de Professores da Educação Básica (PARFOR),1,33100,2025-12-30T16:35:25.753331
Plano Nacional de Livro e Leitura (PNLL),1,33100,2025-12-30T16:35:25.753331
Plano Nacional do Livro Didático (PNLD),3,33100,2025-12-30T16:35:25.753331
Plano Nacional para a Erradicação do Trabalho Escravo (PNETE),1,33100,2025-12-30T16:35:25.753331
Plano pela Superação da Extrema Pobreza no Distrito Federal (DF Sem Miséria),1,33100,2025-12-30T16:35:25.753331
Plano Piloto (DF),3,33100,2025-12-30T16:35:25.753331
Plano Piloto - Brasília (DF),9,33100,2025-12-30T16:35:25.753331
Plano plurianual,5,33100,2025-12-30T16:35:25.753331
Plano plurianual - Brasil,7,33100,2025-12-30T16:35:25.753331
Plano plurianual - programas,1,33100,2025-12-30T16:35:25.753331
Plano Real,5,33100,2025-12-30T16:35:25.753331
Plano Real - Brasil,1,33100,2025-12-30T16:35:25.753331
Plano unificado,1,33100,2025-12-30T16:35:25.753331
Planos de benefícios,3,33150,2025-12-30T16:35:29.844612
Planos de contingência,1,33150,2025-12-30T16:35:29.844612
Planos de saúde,6,33150,2025-12-30T16:35:29.844612
Planos de saúde - legislação,1,33150,2025-12-30T16:35:29.844612
Planos e programas de saúde,1,33150,2025-12-30T16:35:29.844612
Planos Municipais de Saneamento Básico (PMSB),1,33150,2025-12-30T16:35:29.844612
Planos urbanísticos,1,33150,2025-12-30T16:35:29.844612
plant breeding,2,33150,2025-12-30T16:35:29.844612
Planta daninha,1,33150,2025-12-30T16:35:29.844612
Planta de cobertura,2,33150,2025-12-30T16:35:29.844612
Planta espontânea,1,33150,2025-12-30T16:35:29.844612
Planta hospedeira,1,33150,2025-12-30T16:35:29.844612
Plantação - Brasil,1,33150,2025-12-30T16:35:29.844612
Plantão de 24 horas,1,33150,2025-12-30T16:35:29.844612
Plantão médico,1,33150,2025-12-30T16:35:29.844612
Plantão psicológico,1,33150,2025-12-30T16:35:29.844612
Plantas,25,33150,2025-12-30T16:35:29.844612
Plantas - ajuste anatômico,1,33150,2025-12-30T16:35:29.844612
Plantas - alagamento,2,33150,2025-12-30T16:35:29.844612
Plantas - Alagoas,1,33150,2025-12-30T16:35:29.844612
Plantas - análise,14,33150,2025-12-30T16:35:29.844612
Plantas - anatomia,5,33150,2025-12-30T16:35:29.844612
Plantas - biologia molecular,6,33150,2025-12-30T16:35:29.844612
Plantas - Brasil,1,33150,2025-12-30T16:35:29.844612
Plantas - Cerrados,22,33150,2025-12-30T16:35:29.844612
Plantas - cerrados,1,33150,2025-12-30T16:35:29.844612
Plantas - classificação,2,33150,2025-12-30T16:35:29.844612
Plantas - clonagem,2,33150,2025-12-30T16:35:29.844612
Plantas - compostos bioativos,7,33150,2025-12-30T16:35:29.844612
Plantas - compostos bioativos - Goiás (Estado),1,33150,2025-12-30T16:35:29.844612
Plantas - compostos bioativos - Mato Grosso,1,33150,2025-12-30T16:35:29.844612
Plantas - compostos bioativos - Minas Gerais,1,33150,2025-12-30T16:35:29.844612
Plantas - conservação,4,33150,2025-12-30T16:35:29.844612
Plantas - desenvolvimento,12,33150,2025-12-30T16:35:29.844612
Plantas - dispersão,1,33150,2025-12-30T16:35:29.844612
Plantas - Distrito Federal (Brasil),1,33150,2025-12-30T16:35:29.844612
Plantas - doenças - etiologia,2,33150,2025-12-30T16:35:29.844612
Plantas - doenças e pragas,37,33150,2025-12-30T16:35:29.844612
Plantas - doenças e pragas - controle,4,33150,2025-12-30T16:35:29.844612
Plantas - efeito da seca,1,33150,2025-12-30T16:35:29.844612
Plantas - efeito da umidade do solo,2,33150,2025-12-30T16:35:29.844612
Plantas - efeito da umidade do solo - Amazônia Legal,1,33150,2025-12-30T16:35:29.844612
Plantas - efeito da umidade do solo - Distrito Federal (Brasil),1,33150,2025-12-30T16:35:29.844612
Plantas - efeito do cobre,2,33150,2025-12-30T16:35:29.844612
Plantas - efeito do fósforo,3,33150,2025-12-30T16:35:29.844612
Plantas - efeito do nitrogênio,1,33150,2025-12-30T16:35:29.844612
Plantas - efeito do sódio,1,33150,2025-12-30T16:35:29.844612
Plantas - efeito dos herbicidas,1,33150,2025-12-30T16:35:29.844612
Plantas - filogenia,3,33150,2025-12-30T16:35:29.844612
Plantas - floração,5,33150,2025-12-30T16:35:29.844612
Plantas - melhoramento genético,23,33200,2025-12-30T16:35:33.873542
Plantas - nutrição,19,33200,2025-12-30T16:35:33.873542
Plantas - nutrição - minerais,1,33200,2025-12-30T16:35:33.873542
Plantas - parasito,5,33200,2025-12-30T16:35:33.873542
Plantas - parasito - Cerrados,1,33200,2025-12-30T16:35:33.873542
Plantas - patologia,3,33200,2025-12-30T16:35:33.873542
Plantas - população,4,33200,2025-12-30T16:35:33.873542
Plantas - propagação,12,33200,2025-12-30T16:35:33.873542
Plantas - reprodução,27,33200,2025-12-30T16:35:33.873542
Plantas - resistência à doenças e pragas,9,33200,2025-12-30T16:35:33.873542
Plantas - savanas,1,33200,2025-12-30T16:35:33.873542
Plantas - sociabilidade,1,33200,2025-12-30T16:35:33.873542
Plantas - sombreamento,1,33200,2025-12-30T16:35:33.873542
Plantas - transpiração,4,33200,2025-12-30T16:35:33.873542
Plantas alimentícias não convencionais,2,33200,2025-12-30T16:35:33.873542
Plantas amazônicas,3,33200,2025-12-30T16:35:33.873542
Plantas antagônicas,1,33200,2025-12-30T16:35:33.873542
Plantas aquáticas,5,33200,2025-12-30T16:35:33.873542
Plantas aquáticas - biodegradação,1,33200,2025-12-30T16:35:33.873542
Plantas aquáticas - crescimento,1,33200,2025-12-30T16:35:33.873542
Plantas aquáticas - Pantanal,1,33200,2025-12-30T16:35:33.873542
Plantas aromáticas,2,33200,2025-12-30T16:35:33.873542
Plantas Compostos bioativos,1,33200,2025-12-30T16:35:33.873542
Plantas cultivadas,1,33200,2025-12-30T16:35:33.873542
Plantas daninhas,1,33200,2025-12-30T16:35:33.873542
Plantas de cobertura de solo,6,33200,2025-12-30T16:35:33.873542
Plantas dos cerrados,2,33200,2025-12-30T16:35:33.873542
Plantas e água,4,33200,2025-12-30T16:35:33.873542
Plantas e solo,5,33200,2025-12-30T16:35:33.873542
Plantas em extinção,1,33200,2025-12-30T16:35:33.873542
Plantas em extinção - Brasília (DF),1,33200,2025-12-30T16:35:33.873542
Plantas espontâneas,1,33200,2025-12-30T16:35:33.873542
Plantas forrageiras,7,33200,2025-12-30T16:35:33.873542
Plantas forrageiras - alimentos - consumo,1,33200,2025-12-30T16:35:33.873542
Plantas forrageiras - qualidade,1,33200,2025-12-30T16:35:33.873542
Plantas forrageiras - sementes,1,33200,2025-12-30T16:35:33.873542
Plantas geneticamente modificadas,1,33200,2025-12-30T16:35:33.873542
Plantas herbáceas,3,33200,2025-12-30T16:35:33.873542
Plantas hospedeiras,9,33200,2025-12-30T16:35:33.873542
Plantas invasoras,16,33200,2025-12-30T16:35:33.873542
Plantas lenhosas,11,33200,2025-12-30T16:35:33.873542
Plantas medicinais,72,33200,2025-12-30T16:35:33.873542
Plantas medicinais - cerrados,13,33200,2025-12-30T16:35:33.873542
Plantas medicinais - cerrados - Goiás (Estado),1,33200,2025-12-30T16:35:33.873542
Plantas medicinais - corrosão e anticorrosivos,2,33200,2025-12-30T16:35:33.873542
Plantas oleaginosas,2,33200,2025-12-30T16:35:33.873542
Plantas oleaginosas - melhoramento genético,1,33200,2025-12-30T16:35:33.873542
Plantas oleaginosas - resistência à doenças e pragas - aspectos genéticos,1,33200,2025-12-30T16:35:33.873542
Plantas ornamentais,5,33200,2025-12-30T16:35:33.873542
Plantas ornamentais - doenças e pragas,4,33200,2025-12-30T16:35:33.873542
Plantas ornamentais - fungos,1,33250,2025-12-30T16:35:38.043898
Plantas propagadas in vitro,1,33250,2025-12-30T16:35:38.043898
Plantas tóxicas,4,33250,2025-12-30T16:35:38.043898
plantas trangênicas,1,33250,2025-12-30T16:35:38.043898
Plantas transgênicas,12,33250,2025-12-30T16:35:38.043898
Plantas transplastômicas,1,33250,2025-12-30T16:35:38.043898
Plantas urticantes,1,33250,2025-12-30T16:35:38.043898
Plantas venenosas,7,33250,2025-12-30T16:35:38.043898
Plantas – Amazônia,1,33250,2025-12-30T16:35:38.043898
Plantas-hospedeiras,1,33250,2025-12-30T16:35:38.043898
"Plantinga, Alvin Carl, 1932-",1,33250,2025-12-30T16:35:38.043898
"Plantinga, Alvin Carl, 1932- crítica e interpretação",2,33250,2025-12-30T16:35:38.043898
Plantio (Cultivo de plantas),12,33250,2025-12-30T16:35:38.043898
Plantio convencional,3,33250,2025-12-30T16:35:38.043898
Plantio de eucalipto,1,33250,2025-12-30T16:35:38.043898
Plantio de eucalipto - custo,1,33250,2025-12-30T16:35:38.043898
Plantio de eucalipto - rendimento,1,33250,2025-12-30T16:35:38.043898
Plantio direto,36,33250,2025-12-30T16:35:38.043898
Plantio direto - reflorestamento,1,33250,2025-12-30T16:35:38.043898
Plântula,5,33250,2025-12-30T16:35:38.043898
Plantulas,1,33250,2025-12-30T16:35:38.043898
Plântulas,3,33250,2025-12-30T16:35:38.043898
Plaquetas,4,33250,2025-12-30T16:35:38.043898
Plasma,12,33250,2025-12-30T16:35:38.043898
Plasma (Gases ionizados),8,33250,2025-12-30T16:35:38.043898
Plasma de fusão,1,33250,2025-12-30T16:35:38.043898
Plasma materno,2,33250,2025-12-30T16:35:38.043898
Plasma seminal,3,33250,2025-12-30T16:35:38.043898
Plasmodium,5,33250,2025-12-30T16:35:38.043898
Plasmodium berghei,1,33250,2025-12-30T16:35:38.043898
Plasmodium berghei anka,1,33250,2025-12-30T16:35:38.043898
Plasmodium falciparum,16,33250,2025-12-30T16:35:38.043898
Plasmodium falciparum - Brasil,1,33250,2025-12-30T16:35:38.043898
Plasmodium vivax,10,33250,2025-12-30T16:35:38.043898
Plasmopara halstedii,1,33250,2025-12-30T16:35:38.043898
Plasmoterapia,1,33250,2025-12-30T16:35:38.043898
Plasticidade,16,33250,2025-12-30T16:35:38.043898
Plasticidade anatômica,1,33250,2025-12-30T16:35:38.043898
Plasticidade cerebral,1,33250,2025-12-30T16:35:38.043898
Plasticidade cíclica,7,33250,2025-12-30T16:35:38.043898
Plasticidade de mercado,1,33250,2025-12-30T16:35:38.043898
Plasticidade fenotípica,3,33250,2025-12-30T16:35:38.043898
Plasticidade incremental,2,33250,2025-12-30T16:35:38.043898
Plasticidade intracristalina,1,33250,2025-12-30T16:35:38.043898
Plasticidade morfológica,1,33250,2025-12-30T16:35:38.043898
Plasticidade neuronal,5,33250,2025-12-30T16:35:38.043898
Plasticidade transcricional,1,33250,2025-12-30T16:35:38.043898
Plástico,4,33250,2025-12-30T16:35:38.043898
Plástico - tecnologia química,1,33250,2025-12-30T16:35:38.043898
Plástico reciclado,1,33250,2025-12-30T16:35:38.043898
Plástico reforçado com fibras,1,33300,2025-12-30T16:35:42.149172
Plásticos,2,33300,2025-12-30T16:35:42.149172
Plásticos biodegradáveis,1,33300,2025-12-30T16:35:42.149172
Plásticos laminados,1,33300,2025-12-30T16:35:42.149172
Plastificação,1,33300,2025-12-30T16:35:42.149172
Plataforma 2D,1,33300,2025-12-30T16:35:42.149172
Plataforma Arduino,1,33300,2025-12-30T16:35:42.149172
Plataforma Bragantina,1,33300,2025-12-30T16:35:42.149172
Plataforma de análise,1,33300,2025-12-30T16:35:42.149172
Plataforma de dados,1,33300,2025-12-30T16:35:42.149172
Plataforma de Inteligência Cooperativa com a Atenção Primária à Saúde (PICAPS),1,33300,2025-12-30T16:35:42.149172
Plataforma digital,2,33300,2025-12-30T16:35:42.149172
Plataforma digital de negócio,1,33300,2025-12-30T16:35:42.149172
Plataforma mista,1,33300,2025-12-30T16:35:42.149172
Plataforma offshore,2,33300,2025-12-30T16:35:42.149172
Plataforma Sucupira,1,33300,2025-12-30T16:35:42.149172
Plataforma Sul-americana,2,33300,2025-12-30T16:35:42.149172
Plataformas de CTI,1,33300,2025-12-30T16:35:42.149172
Plataformas de mobilidade,1,33300,2025-12-30T16:35:42.149172
Plataformas de produção de petróleo,1,33300,2025-12-30T16:35:42.149172
Plataformas de redes sociais digitais,2,33300,2025-12-30T16:35:42.149172
Plataformas digitais,23,33300,2025-12-30T16:35:42.149172
Plataformas HAPs,1,33300,2025-12-30T16:35:42.149172
Plataformas open source,1,33300,2025-12-30T16:35:42.149172
Plataformas petrolíferas,1,33300,2025-12-30T16:35:42.149172
Plataformas tecnológicas,1,33300,2025-12-30T16:35:42.149172
Plataformas Wiki,1,33300,2025-12-30T16:35:42.149172
Plataformas wiki,1,33300,2025-12-30T16:35:42.149172
Plataformização,5,33300,2025-12-30T16:35:42.149172
Platão,17,33300,2025-12-30T16:35:42.149172
Platão - crítica e interpretação,15,33300,2025-12-30T16:35:42.149172
Platão. Fédon,1,33300,2025-12-30T16:35:42.149172
Platão. República,2,33300,2025-12-30T16:35:42.149172
Platéias de teatro,4,33300,2025-12-30T16:35:42.149172
Platelmintos,1,33300,2025-12-30T16:35:42.149172
Platelmintos - Mato Grosso,1,33300,2025-12-30T16:35:42.149172
"Plath, Oreste, 1907-1996  - crítica e interpretação",1,33300,2025-12-30T16:35:42.149172
"Plath, Sylvia, 1932-1963 - crítica e interpretação",1,33300,2025-12-30T16:35:42.149172
Platirrinos,1,33300,2025-12-30T16:35:42.149172
Plato,1,33300,2025-12-30T16:35:42.149172
Platonismo,5,33300,2025-12-30T16:35:42.149172
Platynosomum illiciens,1,33300,2025-12-30T16:35:42.149172
Plebiscito,1,33300,2025-12-30T16:35:42.149172
Plenarinha,1,33300,2025-12-30T16:35:42.149172
Plenário virtual,1,33300,2025-12-30T16:35:42.149172
Plenóptico,1,33300,2025-12-30T16:35:42.149172
Plexo braquial,1,33300,2025-12-30T16:35:42.149172
Plexo coroide,1,33300,2025-12-30T16:35:42.149172
Plotino,2,33300,2025-12-30T16:35:42.149172
"Plotino, 203 d.C-270 d.C. - crítica e interpretação",1,33300,2025-12-30T16:35:42.149172
PLS- DA,1,33350,2025-12-30T16:35:46.371742
PLS-SEM,2,33350,2025-12-30T16:35:46.371742
Plumagem,3,33350,2025-12-30T16:35:46.371742
Plumagem - coloração,1,33350,2025-12-30T16:35:46.371742
Plumas,1,33350,2025-12-30T16:35:46.371742
Plumas - cor,1,33350,2025-12-30T16:35:46.371742
Plumas de contaminação,1,33350,2025-12-30T16:35:46.371742
Plumas de frango,1,33350,2025-12-30T16:35:46.371742
Pluralidade cultural,3,33350,2025-12-30T16:35:46.371742
Pluralismo,12,33350,2025-12-30T16:35:46.371742
Pluralismo - aspectos morais e éticos - Brasil,2,33350,2025-12-30T16:35:46.371742
Pluralismo cultural,2,33350,2025-12-30T16:35:46.371742
Pluralismo cultural - educação inclusiva,1,33350,2025-12-30T16:35:46.371742
Pluralismo jurídico,8,33350,2025-12-30T16:35:46.371742
Pluralismo moral,1,33350,2025-12-30T16:35:46.371742
Pluralismo ontológico da natureza,1,33350,2025-12-30T16:35:46.371742
Pluralismo religioso,1,33350,2025-12-30T16:35:46.371742
Plurilinguismo,4,33350,2025-12-30T16:35:46.371742
Plurilingüismo - Roraima,1,33350,2025-12-30T16:35:46.371742
Plurinacionalidade,2,33350,2025-12-30T16:35:46.371742
Pluriverso,1,33350,2025-12-30T16:35:46.371742
Pluronic F127,2,33350,2025-12-30T16:35:46.371742
Plusiinae,1,33350,2025-12-30T16:35:46.371742
Plutarco,2,33350,2025-12-30T16:35:46.371742
Plutella xylostella - Brasil - Ilha da Reunião - Malásia,1,33350,2025-12-30T16:35:46.371742
Plutella xylostella - controle biológico,1,33350,2025-12-30T16:35:46.371742
Pluviometria,3,33350,2025-12-30T16:35:46.371742
PMCMV,1,33350,2025-12-30T16:35:46.371742
PNAD,1,33350,2025-12-30T16:35:46.371742
PNE 2014-2024,1,33350,2025-12-30T16:35:46.371742
Pneumologia,1,33350,2025-12-30T16:35:46.371742
Pneumonia,11,33350,2025-12-30T16:35:46.371742
Pneumonia - medicamentos,1,33350,2025-12-30T16:35:46.371742
Pneumonia - prevenção,2,33350,2025-12-30T16:35:46.371742
Pneumonia - respiradores (Equipamento médico),4,33350,2025-12-30T16:35:46.371742
Pneumoperitônio,4,33350,2025-12-30T16:35:46.371742
Pneus,2,33350,2025-12-30T16:35:46.371742
Pneus - descarte,1,33350,2025-12-30T16:35:46.371742
Pneus inservíveis,1,33350,2025-12-30T16:35:46.371742
PNLD,1,33350,2025-12-30T16:35:46.371742
Pó de rocha,1,33350,2025-12-30T16:35:46.371742
Poaceae,4,33350,2025-12-30T16:35:46.371742
Pobres,2,33350,2025-12-30T16:35:46.371742
Pobreza,61,33350,2025-12-30T16:35:46.371742
Pobreza - aspectos sociais,3,33350,2025-12-30T16:35:46.371742
Pobreza - aspectos sociais - aspectos econômicos,1,33350,2025-12-30T16:35:46.371742
Pobreza - Brasil,12,33350,2025-12-30T16:35:46.371742
Pobreza - combate,3,33350,2025-12-30T16:35:46.371742
Pobreza - política social,1,33350,2025-12-30T16:35:46.371742
Pobreza política,1,33350,2025-12-30T16:35:46.371742
Pobreza rural,4,33400,2025-12-30T16:35:50.537111
Pobreza rural - Brasil,1,33400,2025-12-30T16:35:50.537111
Pobreza urbana,1,33400,2025-12-30T16:35:50.537111
Poça de fusão,2,33400,2025-12-30T16:35:50.537111
Pochonia chlamydosporia,1,33400,2025-12-30T16:35:50.537111
Poço de potencial,1,33400,2025-12-30T16:35:50.537111
Poços,3,33400,2025-12-30T16:35:50.537111
Poços - controle,1,33400,2025-12-30T16:35:50.537111
Poços de monitoramento,1,33400,2025-12-30T16:35:50.537111
Poços de petróleo,1,33400,2025-12-30T16:35:50.537111
Poços tubulares,1,33400,2025-12-30T16:35:50.537111
Poda,3,33400,2025-12-30T16:35:50.537111
Podcast,8,33400,2025-12-30T16:35:50.537111
Podcast - mulheres,1,33400,2025-12-30T16:35:50.537111
Podcasts,3,33400,2025-12-30T16:35:50.537111
Poder,35,33400,2025-12-30T16:35:50.537111
Poder (Ciências sociais),9,33400,2025-12-30T16:35:50.537111
Poder (Ciências sociais) - Minas Gerais (MG),1,33400,2025-12-30T16:35:50.537111
Poder - aspectos sociais,4,33400,2025-12-30T16:35:50.537111
