Termo Principal;Possíveis Duplicatas;Total Variações;Frequência Somada
Imageamento sismológico;Imageamento sismológico (100%) | Imageamento PET (85%);2;2
Imageamento celular;Imageamento celular (100%) | Imageamento PET (85%);2;4
Imã;Imã (100%) | Ímãs (86%);2;3
Iluminância;Iluminância (100%) | Iluminação (86%);2;10
Case studies;Case studies (100%) | Case study (82%);2;2
Iluminação (Arquitetura e decoração);Iluminação (100%) | Iluminação (Arquitetura e decoração) (100%);2;18
Ilha dos Geólogos;DoS (100%) | Ilha dos Geólogos (100%);2;2
Ilha de Santiago;Ilha de Santiago (100%) | Mesa de Santiago (81%);2;2
Ilha da Trindade (ES);Ilha da Trindade (ES) (100%) | Ilha da Trindade - história - Brasil (86%);2;2
iIntervenções psicossociais;iIntervenções psicossociais (100%) | Intervenção psicossocial (86%);2;8
Castan, S. E., 1928-2010 - julgamento;Castan, S. E., 1928-2010 - julgamento (100%) | Julgamento (100%);2;6
Castelo Branco, Humberto de Alencar, 1900-1967;Castelo Branco, Humberto de Alencar, 1900-1967 (100%) | Castelo Branco, Humberto de Alencar, 1900-1967 - política e governo (100%);2;2
Igual consideração e respeito;Igual consideração e respeito (100%) | Respeito (100%);2;2
Igrejinha da Pampulha;Igrejinha da Pampulha (100%) | Pampulha (100%);2;2
Ignorância comparativa;Ignorância comparativa (100%) | Genômica comparativa (81%);2;5
Idosos - Tocantins;Idosos (100%) | Idosos - Tocantins (100%);2;224
Imagem térmica;Imagem (100%) | Imagem térmica (100%);2;31
Casamento de padrões (Computação);Casamento (100%) | Casamento de padrões (Computação) (100%);2;18
Casamento civil;Casamento (100%) | Casamento civil (100%);2;18
Caruaru (PE);Caruaru (PE) (100%) | Ciclo junino - Caruaru (PE) (100%);2;2
Implante coclear;Implante coclear (100%) | Implantes cocleares (91%);2;24
Império Sassânida;Império (100%) | Império Sassânida (100%);2;4
Império Otomano;Império (100%) | Império Otomano (100%);2;4
Império Macedônico;Império (100%) | Império Macedônico (100%);2;4
Império de Justiniano;Império (100%) | Império de Justiniano (100%);2;4
Império Bizantino;Império (100%) | Império Bizantino (100%);2;4
Imparcialidade judicial;Imparcialidade (100%) | Imparcialidade judicial (100%);2;2
Impactos da mineração;Impactos da mineração (100%) | Mineração (100%);2;47
Impacto rural;Impacto (100%) | Impacto rural (100%);2;4
Impacto frontal;Impacto (100%) | Impacto frontal (100%);2;4
Impacto das atividades coletivas;Impacto (100%) | Impacto das atividades coletivas (100%);2;4
Carvalho, Olavo de;Carvalho, Olavo de (100%) | Carvalho, Olga Alves de Guimarães - crítica e interpretação (80%);2;2
Imagens aprimoradas;Imagens (100%) | Imagens aprimoradas (100%);2;5
Imobilização enzimática;Imobilização enzimática (100%) | Imobilização de enzimas (83%);2;2
Imigrantes venezuelanos;Imigrantes (100%) | Imigrantes venezuelanos (100%);2;17
Imigrantes qualificados;Imigrantes (100%) | Imigrantes qualificados (100%);2;16
Imigrantes libaneses;Imigrantes (100%) | Imigrantes libaneses (100%);2;16
Casais de dupla carreira;Casais de dupla carreira (100%) | Dupla carreira (100%);2;5
Imaginários urbanos;Imaginários urbanos (100%) | Imaginário urbano (94%);2;11
Imaginário coletivo;Imaginário (100%) | Imaginário coletivo (100%);2;35
Imagens microscópicas;Imagens (100%) | Imagens microscópicas (100%);2;5
Imagens light field;Imagens (100%) | Imagens light field (100%);2;5
Imagens de raio-X;Imagens (100%) | Imagens de raio-X (100%);2;5
Imagens da subsuperfície;Imagens (100%) | Imagens da subsuperfície (100%);2;5
Heterose;Heterose (100%) | Heterozigose (80%);2;4
Heterojunções;Heterojunções (100%) | Heterojunções de Van der Waals (100%);2;6
Gengibre - Peru;Gengibre - Peru (100%) | Peru (100%);2;7
Glicosilação;Glicosilação (100%) | N-glicosilação (92%);2;2
Glicerol;Glicerol (100%) | Glicerol - células a combustível (100%);2;17
Glândulas endócrinas;Glândulas endócrinas (100%) | Glândulas endócrinas - doenças (100%);2;2
Glândulas adrenais;Glândulas adrenais (100%) | Glândulas supra-renais (85%);2;5
Glândula amphidial;Glândula amphidial (100%) | Glândula fasmidial (89%);2;2
Cerrado Norte;Cerrado (100%) | Cerrado Norte (100%);2;86
Ginastica postural global;Ginástica (100%) | Ginastica postural global (100%);2;4
Cerrado sensu stricto;Cerrado (100%) | Cerrado sensu stricto (100%);2;88
Gestão paradoxante;Gestão (100%) | Gestão paradoxante (100%);2;14
Gestão migratória;Gestão (100%) | Gestão migratória (100%);2;14
Gestão judiciária;Gestão (100%) | Gestão judiciária (100%);2;15
Gestão inovadora;Gestão (100%) | Gestão inovadora (100%);2;14
Gestão hoteleira;Gestão (100%) | Gestão hoteleira (100%);2;14
Cerrados piauienses;Cerrados (100%) | Cerrados piauienses (100%);2;586
Gestão ecossistêmica;Gestão (100%) | Gestão ecossistêmica (100%);2;14
Cervantes Saavedra, Miguel de, 1547-1616;Cervantes Saavedra, Miguel de, 1547-1616 (100%) | Cervantes Saavedra, Miguel de, 1547-1616 - crítica e interpretação (100%);2;2
Cervical - lesão;Cervical - lesão (100%) | Dor cervical (80%);2;4
Cervo-do-pantanal;Cervo-do-pantanal (100%) | Jacaré-do-pantanal (80%);2;5
César Vallejo, 1892-1938;César Vallejo, 1892-1938 (100%) | Vallejo, Cesar, 1892-1938 (98%);2;2
Ceschiatti, Alfredo, 1918-1989  - análise das obras;Análise (100%) | Ceschiatti, Alfredo, 1918-1989  - análise das obras (100%);2;7
Cessões de direitos creditórios;Cessões de direitos creditórios (100%) | Direitos (100%);2;4
Cetamina;Cetamina (100%) | Cetamina S+ (100%);2;6
Ceticismo modal;Ceticismo (100%) | Ceticismo modal (100%);2;5
Cetonas;Cetonas (100%) | Lactonas (80%);2;3
Chá;Chá (100%) | Chia (86%);2;4
Chaco paraguaio;Chaco (100%) | Chaco paraguaio (100%);2;3
Glicoproteína CD90;Glicoproteína CD90 (100%) | Glicoproteínas (81%);2;7
Global Navigation Satellite System;Global Navigation Satellite System (100%) | Global Navigation Satellite Systems (GNSS) (89%);2;2
Heteroidentificação;Heteroidentificação (100%) | Identificação (81%);2;21
Globalismo;Globalismo (100%) | Localismo (84%);2;2
Governo Artur Bernardes;Governo (100%) | Governo Artur Bernardes (100%);2;16
Ceratodermia palmar;Ceratodermia palmar (100%) | Ceratodermia plantar (87%);2;2
Governança multinível;Governança (100%) | Governança multinível (100%);2;125
Governança metropolitana;Governança (100%) | Governança metropolitana (100%);2;123
Ceratomileuse assistida por excimer laser in situ;Ceratomileuse assistida por excimer laser in situ (100%) | Laser (100%);2;2
Governança interfederativa;Governança (100%) | Governança interfederativa (100%);2;124
Governança em aquisições;Governança (100%) | Governança em aquisições (100%);2;123
Ceratoplastia;Ceratoplastia (100%) | Artroplastia (80%);2;4
Governança costeira;Governança (100%) | Governança costeira (100%);2;123
Governanaça fiscal;Governanaça fiscal (100%) | Governança fiscal (97%);2;2
Governadores;Governadores (100%) | Vereadores (82%);2;2
Governaça em TI;Governaça em TI (100%) | Governança de TI (90%);2;7
Gourmetização;Gourmetização (100%) | Normatização (80%);2;3
Gossypium hirsutum;Gossypium hirsutum (100%) | Gossypium hirsutum L (100%);2;5
Gordura visceral;Gordura (100%) | Gordura visceral (100%);2;3
Gordura corporal;Gordura (100%) | Gordura corporal (100%);2;8
Cerebelo;Cerebelo (100%) | Cérebro (80%);2;12
Golpes virtuais - prevenção;Golpes virtuais - prevenção (100%) | Prevenção (100%);2;32
Golpe de 2016;Golpe de 2016 (100%) | Golpe de 2019 (92%);2;5
Cerimônia religiosa;Cerimônia religiosa (100%) | Experiência religiosa (80%);2;6
GNU;GNU (100%) | Nu (80%);2;2
GmIPK1;GmIPK1 (100%) | GmIPK2 (83%);2;2
Glycine max (L.) Merrill;Glycine max (100%) | Glycine max (L.) Merrill (100%);2;12
Glomerulopatias;Glomerulopatias (100%) | Glomérulos (80%);2;2
Glóbulos de gordura;Glóbulos de gordura (100%) | Gordura (100%);2;2
Chapada Diamantina (BA);Chapada Diamantina (BA) (100%) | Diamantina, Chapada (BA) (98%);2;3
Charcot;Charcot (100%) | Chaco (83%);2;2
Chefes de cozinha;Chefes de cozinha (100%) | Cozinha (100%);2;3
Chefia;Chefia (100%) | Chia (80%);2;2
Geometria Projetiva;Geometria (100%) | Geometria Projetiva (100%);2;20
Geometria não comutativa;Geometria (100%) | Geometria não comutativa (100%);2;20
Geólogo;Geólogo (100%) | Geologia (80%);2;44
Cicer arietinum;Cicer arietinum (100%) | Cicer arietinum L. (100%);2;2
Ciclagem de nutrientes;Ciclagem de nutrientes (100%) | Nutrientes (100%);2;12
Geoiconografia;Geoiconografia (100%) | Iconografia (88%);2;7
Geohistória;Geohistória (100%) | História (84%);2;70
Geógrafos atuantes;Geógrafos (100%) | Geógrafos atuantes (100%);2;2
Geograficidade;Geograficidade (100%) | Mobilidade geográfica (80%);2;2
Geografia quantitativa;Geografia (100%) | Geografia quantitativa (100%);2;33
Ciclistas;Ciclistas (100%) | Ciclistas - acidentes (100%);2;7
Ciclo circadiano;Ciclo circadiano (100%) | Ritmo circadiano (81%);2;2
Geofísica terrestre;Geofísica (100%) | Geofísica terrestre (100%);2;36
Geofísica forense;Geofísica (100%) | Geofísica forense (100%);2;36
Ciclo da borracha;Borracha (100%) | Ciclo da borracha (100%);2;6
Ciclo de destruição;Ciclo de destruição (100%) | Destruição de comércio (83%);2;2
Geodireito;Geodireito (100%) | Direito (82%);2;58
Geoconservação;Geoconservação (100%) | Conservação (88%);2;46
Genômica funcional;Genômica (100%) | Genômica funcional (100%);2;7
Genoma humano;Genoma (100%) | Genoma humano (100%);2;16
Genocídio indígena;Genocídio (100%) | Genocídio indígena (100%);2;20
Ciclo estral;Ciclo estral (100%) | Ciclo menstrual (89%);2;3
Genitálias - evolução;Evolução (100%) | Genitálias - evolução (100%);2;8
Genitália masculina;Genitália masculina (100%) | Genitália masculina (Animais) (100%);2;3
Gengiva;Gengiva (100%) | Gengiva - anatomia (100%);2;2
Cibermuseologia;Cibermuseologia (100%) | Museologia (80%);2;38
Geomorfologia fluvial;Geomorfologia (100%) | Geomorfologia fluvial (100%);2;40
Geomorfometria;Geomorfometria (100%) | Morfometria (88%);2;47
Chuva simulada;Chuva simulada (100%) | Simulador de chuva (81%);2;2
Gestão Cardoso;Gestão (100%) | Gestão Cardoso (100%);2;14
Gerúndio oracional;Gerúndio oracional (100%) | Gerúndio preposicional (80%);2;2
Chico Science & Nação Zumbi;Chico Science & Nação Zumbi (100%) | Nação (100%);2;6
Germinação assimbiótica;Germinação (100%) | Germinação assimbiótica (100%);2;80
Geriatria;Geriatria (100%) | Geriatria - avaliação (100%);2;7
Gerenciamento respiratório;Gerenciamento respiratório (100%) | Tratamento respiratório (82%);2;4
Gerenciamento feminino;Feminino (100%) | Gerenciamento feminino (100%);2;7
Chile - Corral;Chile (100%) | Chile - Corral (100%);2;8
Chip de genotipagem;Chip de genotipagem (100%) | Genotipagem (100%);2;17
Chopin, Frédéric François, 1810-1849;Chopin, Frédéric François, 1810-1849 (100%) | Chopin, Frédéric François, 1810-1849 - crítica e interpretação (100%);2;2
Chumbinho;Chumbinho (100%) | Chumbo (80%);2;4
Cianosfera;Cianosfera (100%) | Ionosfera (84%);2;3
Geopatrimônio;Geopatrimônio (100%) | Patrimônio (87%);2;35
Cianotoxicinas;Cianotoxicinas (100%) | Cianotoxinas (92%);2;9
Gerenciador de carga;Gerenciador de carga (100%) | Sistema gerenciador de base de dados (82%);2;2
Gerência de configuração;Gerência (100%) | Gerência de configuração (100%);2;9
Gerador síncrono;Gerador síncrono (100%) | Geradores síncronos (91%);2;2
Geração Mimeógrafo;Geração Mimeógrafo (100%) | Geração Z (88%);2;2
Cibercomunidades;Cibercomunidades (100%) | Comunidades (81%);2;2
Geração Beat;Geração Beat (100%) | Geração Z (88%);2;2
Cibercultura;Cibercultura (100%) | Citricultura (83%);2;26
Georreferenciamento;Georreferenciamento (100%) | Georreferenciamento dos imóveis rurais (100%);2;4
Geórgia;Geórgia (100%) | Geologia (80%);2;44
Geoquímica isotópica;Geoquímica (100%) | Geoquímica isotópica (100%);2;76
Ceratite ulcerativa;Ceratite ulcerativa (100%) | Colite ulcerativa (83%);2;6
Governo Kubitschek (1956-1960);Governo (100%) | Governo Kubitschek (1956-1960) (100%);2;16
Cerâmica vitrificada;Cerâmica (100%) | Cerâmica vitrificada (100%);2;6
Guetos;Guetos (100%) | Gestos (83%);2;7
Harmônicos esféricos;Harmônicos esféricos (100%) | Modos esféricos (80%);2;2
Harmonia nasal;Harmonia (100%) | Harmonia nasal (100%);2;3
Hardware trojan;Hardware (100%) | Hardware trojan (100%);2;8
Hardware reconfigurável;Hardware (100%) | Hardware reconfigurável (100%);2;9
Hardware aberto;Hardware (100%) | Hardware aberto (100%);2;8
Hantavirose;Hantavirose (100%) | Hantavirus (86%);2;9
Centrina;Centrina (100%) | Dentina (80%);2;20
Hamilton-Jacobi, Equações de;Equações (100%) | Hamilton-Jacobi, Equações de (100%);2;22
Hackathon;Hackathon (100%) | Hackathons (95%);2;2
Habitus;Habitus (100%) | Habitus da arquivologia (100%);2;4
Centro de Estudos e Defesa do Negro no Pará (CEDENPA);Centro de Estudos e Defesa do Negro no Pará (CEDENPA) (100%) | Defesa (100%);2;3
Habitat subterrâneo superficial;Hábitat (100%) | Habitat subterrâneo superficial (100%);2;2
Centro de iniciação desportiva;Centro de iniciação desportiva (100%) | Ritos de iniciação (80%);2;3
Centro de Lançamento de Alcântara;Centro de Lançamento de Alcântara (100%) | Centro Espacial de Alcântara (81%);2;2
Centro de Memórias do Elefante Branco;Centro de Memórias do Elefante Branco (100%) | Memórias (100%);2;11
Habilidades sociais educativas parentais;Habilidades (100%) | Habilidades sociais educativas parentais (100%);2;4
Habilidade política;Habilidade política (100%) | Política (100%);2;93
Habilidade motora;Habilidade motora (100%) | Atividade motora (85%);2;11
GWAS;GWAS (100%) | Gás (86%);2;3
Centro Judiciário de Solução de Conflito;Centro Judiciário de Solução de Conflito (100%) | Conflito (100%);2;13
Gumbel Bimodal;Gumbel Bimodal (100%) | TI Bimodal (82%);2;2
Gullar, Ferreira, 1930-;Gullar, Ferreira, 1930- (100%) | Gullar, Ferreira, 1930- crítica e interpretação (100%);2;3
Guitarra - ensino;Ensino (100%) | Guitarra - ensino (100%);2;55
Guillain-Barré, Síndrome;Guillain-Barré, Síndrome (100%) | Síndrome de Guillain-Barré (92%);2;6
Guildas;Guildas (100%) | Guildas funcionais (100%);2;4
Harpistas;Harpistas (100%) | Artistas (82%);2;8
Centralizadores;Centralizadores (100%) | Centralidade (81%);2;9
Heads-up display;Heads-up display (100%) | Heads-up display (HUD) (100%);2;2
Hepatoproteção;Hepatoproteção (100%) | Otoproteção (80%);2;3
Heterodoxia;Heterodoxia (100%) | Heterotopia (82%);2;7
Heterarquia;Heterarquia (100%) | Hierarquia (86%);2;2
Herpesvírus humano;Herpesvírus humano (100%) | Human alphaherpesvirus 1 (81%);2;2
Heródoto;Heródoto (100%) | Herodotus (82%);2;2
Hermenêutica textual;Hermenêutica (100%) | Hermenêutica textual (100%);2;25
Hermenêutica reconstrutiva;Hermenêutica (100%) | Hermenêutica reconstrutiva (100%);2;24
Censura intervalar;Censura (100%) | Censura intervalar (100%);2;13
Censura judicial;Censura (100%) | Censura judicial (100%);2;13
Herança e sucessão;Herança (100%) | Herança e sucessão (100%);2;3
Heráclito, 540 a.C.-470 a.C;Heráclito, 540 a.C.-470 a.C (100%) | Heráclito, 540 a.C.-470 a.C - crítica e interpretação (100%);2;2
Hepes;Hepes (100%) | Herpes (91%);2;4
Hemogasometria;Hemogasometria (100%) | Gasometria (83%);2;6
Heck-lactamização;Heck-lactamização (100%) | Heck-lactonização (88%);2;2
Hemofilia;Hemofilia (100%) | Hemofilia - tratamento (100%);2;10
Hemipenis;Hemipenis (100%) | Hemipênis - morfologia (100%);2;2
Hemiparasita;Hemiparasita (100%) | Hemiparesia (87%);2;8
Hemicelulases;Hemicelulases (100%) | Hemicelulose (88%);2;11
Hematoma subdural agudo traumático;Hematoma subdural agudo traumático (100%) | Hematoma subdural crônico (81%);2;2
Helicicultura;Helicicultura (100%) | Piscicultura (80%);2;8
Hélices;Hélices (100%) | Eleições (80%);2;66
Hélice Tríplice;Hélice Tríplice (100%) | Tríplice hélice (100%);2;5
Hélice da inovação;Hélice da inovação (100%) | Inovação (100%);2;151
Heidegger, Martin, 1889-1976;Heidegger, Martin, 1889-1976 (100%) | Heidegger, Martin, 1889-1976 - crítica e interpretação (100%);2;22
Hegel, Georg Wilhelm Friedrich, 1770-1831;Hegel, Georg Wilhelm Friedrich, 1770-1831 (100%) | Hegel, Georg Wilhelm Friedrich, 1770-1831 - crítica e interpretação (100%);2;17
Guias de viagem;Guias de viagem (100%) | Viagem (100%);2;5
Guerrilheiros do Araguaia;Guerrilheiros do Araguaia (100%) | Rio Araguaia (80%);2;5
Grã-Bretanha;Grã-Bretanha (100%) | Relações internacionais - Brasil - Grã-Bretanha (100%);2;2
Guerras;Guerras (100%) | Guerra (92%);2;7
Gravitação universal;Gravitação (100%) | Gravitação universal (100%);2;22
Gravitação espinorial;Gravitação (100%) | Gravitação espinorial (100%);2;21
Gravitação bimétrica;Gravitação (100%) | Gravitação bimétrica (100%);2;21
Gravitação anisotrópica;Gravitação (100%) | Gravitação anisotrópica (100%);2;21
Gravidade quântica;Gravidade (100%) | Gravidade quântica (100%);2;6
Gravidade massiva;Gravidade (100%) | Gravidade massiva (100%);2;2
Gravidade derivativa;Gravidade (100%) | Gravidade derivativa (100%);2;2
Gravação de videoteipe;Gravação de videoteipe (100%) | Gravações de vídeo (80%);2;7
Gratuidade de justiça;Gratuidade de justiça (100%) | Justiça (100%);2;43
Granulometria continua;Granulometria (100%) | Granulometria continua (100%);2;5
Granulitoxina;Granulitoxina (100%) | Granulito (82%);2;2
Granularidade de tempo;Granularidade de tempo (100%) | Tempo (100%);2;13
Granito peraluminoso;Granito (100%) | Granito peraluminoso (100%);2;13
Granito Itapuranga;Granito (100%) | Granito Itapuranga (100%);2;13
Grandes empresas;Empresas (100%) | Grandes empresas (100%);2;17
Grande guerra;Grande guerra (100%) | Guerra (100%);2;7
